text,label
Automatsko obaveštenje — Povraćaj sredstava čeka Vašu potvrdu. Transakcija €29 je na čekanju. Unesite jednokratni kod koji ste primili SMS-om. Neodazivanje aktivira blokadu svih servisa.,1
Upozorenje! Vaša lozinka je kompromitovana u nedavnom curenju podataka. Iznos: $19.99. Kliknite na dugme ispod i ažurirajte profil u roku od 45 minuta. Sve transakcije će biti obustavljene bez potvrde. — secure-account-verify.info.,1
"Važna poruka, Promena e-mail adrese je zahtevana bez Vaše potvrde. Posetite naš portal i resetujte lozinku. Neće biti moguće obnavljanje naloga nakon isteka roka. Ref: 5892006. — Centar za kibernetičku bezbednost (access-restore-portal.com)",1
Direktan poziv. Hitno: Zabeleženo je prijavljivanje sa VPN adrese nepoznate lokacije. Rok 25 minuta. Obnovite pristup klikom na sledeći link. Iznos: 1.290 RSD. Vaš zahtev za povraćaj biće automatski odbijen. Kod: 82744895.,1
Upozorenje sistema: Transakcija je privremeno zadržana radi provere. Rok za reagovanje: 45 minuta. Pristupite sistemu i odobrite isplatu. Neobraćanje uzrokuje trajni gubitak naloga.,1
Dragi saradniče. Evo kratkog sažetka o pregled budžeta za kvartal. Sve izmene su evidentirane u internom sistemu. Pozdrav i dobar rad. Kontakt: projekti@agencija.rs.,0
Sistemska poruka: Pristup servisu je ograničen zbog bezbednosnog alarma. Molimo Vas da potvrdite bezbednosni kod u roku od jednog sata. Neobraćanje uzrokuje trajni gubitak naloga. — Sektor za bezbednost korisnika.,1
Poštovani. Tim je završio nacrt ugovora za potvrdu. Nalaz je pozitivan — možemo ići u sledeću fazu. Rok sledeće aktivnosti: petak. Pozdrav i dobar rad.,0
"Pozdrav, u prilogu je materijal za pregled otvorenih zadataka. Termin možemo pomeriti ako ti ne odgovara. Kontakt: ana.jovanovic@kompanija.rs. Hvala na saradnji.",0
Poštovani. Molim te da pregledate ažuriranje projekta. Svaki od koraka je dokumentovan u sistemu za praćenje. Rok: sledeći ponedeljak u 16:00. Ugodan ostatak dana.,0
Poruka administratora sistema. Automatski sistem je detektovao: Vaš nalog je privremeno zaključan zbog sumnjive aktivnosti. Unesite jednokratni kod koji ste primili SMS-om odmah. Neodazivanje aktivira blokadu svih servisa.,1
Poštovana koleginice. Tim je završio interna obuka zaposlenih. Podaci su ažurirani u skladu sa poslednjim izmenama. Rok sledeće aktivnosti: četvrtak. Ugodan ostatak dana.,0
Obaveštenje: Promena lozinke nije potvrđena u zadatom roku. Pristupite sistemu i odobrite isplatu. Kod #67921111. Sve transakcije će biti obustavljene bez potvrde. Pošiljalac: delivery-hold-center.org.,1
"Ažuriranje — Plan godišnjeg odmora. Svaki od koraka je dokumentovan u sistemu za praćenje. Termin za sledeće korake: sledeći petak. Pozdrav i dobar rad, projekti@agencija.rs.",0
Poštovani. Plan za plan godišnjeg odmora je spreman. Prosleđujem na tvoju nadležnost za dalju obradu. Termin: utorak. Puno pozdrava.,0
Dragi saradniče. Organizujemo mesečni finansijski izveštaj za petak u 10:30. Biće nam drago da te vidimo na obučavanju. Hvala na saradnji.,0
Servisno upozorenje. Pokušaj neovlašćenog pristupa je zabeležen. Vaša akcija je neophodna u roku od 5 minuta. Kliknite na sledeći link i potvrdite identitet. Vaš zahtev za povraćaj biće automatski odbijen. [secure-account-verify.info],1
Pozdrav. Molim te da pregledate raspored dolazaka u kancelariju. Rok za Vašu povratnu informaciju je naredni petak. Rok: četvrtak u 15:00. Vidimo se uskoro.,0
Automatsko obaveštenje — Vaš nalog je uključen u masovnu bezbednosnu proveru. Transakcija €299 je na čekanju. Pozovite naš broj podrške odmah. Kasniji zahtevi neće biti razmatrani.,1
UPOZORENJE #44169986 — Novi pristupni kod nije aktiviran u predviđenom roku. Pozovite naš broj podrške odmah. Iznos: 4.990 RSD. Svako kašnjenje može dovesti do sudskog postupka. Podrška: Odeljenje za podršku.,1
"Podrška korisnicima, Vaše podatke treba ažurirati odmah. Ukupan iznos: €49. Popunite bezbednosni upitnik na priloženom linku. Vaš zahtev za povraćaj biće automatski odbijen. Ref. br. 90393417.",1
"Zdravo. Podsećam na poziv na intervju. U prilogu šaljem materijal za pregled — slobodan/na si da komentarišeš. Termin: 15:30, sledeći ponedeljak. Ostajemo u kontaktu.",0
"Dobar dan, prosleđujem zapisnik sa poslednjeg sastanka. Termin možemo pomeriti ako ti ne odgovara. Rok: petak u 16:30. Vidimo se uskoro. [jovana.milovic@agencija.rs]",0
"Poštovani, Poreski organ je blokirao isplatu sredstava na Vaš račun. Ukupan iznos: $9.99. Preuzmite aplikaciju i potvrdite biometrijsku verifikaciju. Bez potvrde nema isplate sredstava. Ref. br. 14047511.",1
Dragi korisniče. Servis upozorava: Čeka Vas neisplaćena nagrada koju treba preuzeti. Skenite QR kod i verifikujte nalog pre 15:00. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde.,1
"Dobar dan. Podsećam na interna obuka zaposlenih. Molim da pripremiš prezentaciju za petak. Termin: 16:30, utorak. Puno pozdrava.",0
Zdravo svima. Raspored dolazaka u kancelariju: Rok za Vašu povratnu informaciju je naredni petak. Molim odgovor kada stigneš. Do čujenja.,0
Dobro jutro. Organizujemo raspored dolazaka u kancelariju za sredu u 08:30. Prosleđujem na tvoju nadležnost za dalju obradu. Pozdrav i dobar rad.,0
"Dobro jutro. Podsećam na ažuriranje SLA sporazuma. Predlažem da razgovorimo o tome na sledećem sastanku. Termin: 09:00, sledeći ponedeljak. Lep pozdrav.",0
Sistem za detekciju prevara: Zabeleženo je prijavljivanje sa VPN adrese nepoznate lokacije. Hitno unesite podatke kartice radi potvrde identiteta. Bez potvrde nema isplate sredstava. Referenca: 73683999.,1
Dobar dan. Molim tvoju pažnju za poziv na intervju. Budžet je odobren i možemo nastaviti sa planiranim aktivnostima. Pozdrav i dobar rad.,0
Poštovani. Ovim putem potvrđujem sažetak sa poslovnog putovanja. Izveštaj je završen i spreman za prezentaciju rukovodstvu. Do čujenja. — podrska@servis.rs,0
Poštovani korisniče. Na Vašem nalogu je zabeleženo: Vaša elektronska potvrda identiteta je istekla. Kliknite na dugme ispod i ažurirajte profil u roku od 120 min. Vaš zahtev za povraćaj biće automatski odbijen. Administrativni tim platforme.,1
Dragi tim. Izmena rasporeda dežurstava: Nalaz je pozitivan — možemo ići u sledeću fazu. Molim odgovor kada stigneš. Ugodan ostatak dana.,0
HITNO: Transakcija je privremeno zadržana radi provere. Pozovite naš broj podrške odmah što je pre moguće. Sve transakcije će biti obustavljene bez potvrde. Podrška: auth2-portal-secure.net.,1
Obaveštenje — Plan nabavke opreme: Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Za više detalja obrati mi se direktno. Pozdrav i dobar rad.,0
Dragi klijente. Platni sistem je zabeležio: Automatska uplata od strane treće strane je odbijena. Posetite naš portal i resetujte lozinku. Referentni broj: 52504595. Rok za žalbu ističe u roku od jednog sata.,1
Podrška korisnicima. Nalog ID 29342208: Detektovana je prijava sa nepoznate lokacije. Potvrdite bezbednosni kod u roku od jednog sata. Kasniji zahtevi neće biti razmatrani.,1
"Servisno upozorenje, Transakcija je privremeno zadržana radi provere. Ukupan iznos: 59.900 RSD. Preuzmite PDF i verifikujte nalog. Sve transakcije će biti obustavljene bez potvrde. Ref. br. 59981769.",1
Napomena za tim: Izveštaj o napretku tima. Izveštaj je završen i spreman za prezentaciju rukovodstvu. Termini i detalji su u prilogu. Lep pozdrav.,0
"Dragi tim, prosleđujem izmena rasporeda dežurstava. Obavesti me ako nešto nije jasno ili treba korekcija. Rok: utorak u 14:00. Hvala na saradnji. [tim@firma.rs]",0
Upozorenje! Vaša lozinka je kompromitovana u nedavnom curenju podataka. Iznos: 75.000 RSD. Odgovorite na ovu poruku sa svojim podacima u roku od 20 minuta. Ignorisanje ove poruke tumači se kao pristanak na brisanje. — antifraud-banking-help.net.,1
Automatsko obaveštenje — Vaš nalog je uključen u masovnu bezbednosnu proveru. Transakcija 1.990 RSD je na čekanju. Ažurirajte podatke kartice na portalu. Kasniji zahtevi neće biti razmatrani.,1
"Dobro jutro, prosleđujem izmena rasporeda dežurstava. Dokument su pregledali svi relevantni sektori. Rok: petak u 13:00. Puno pozdrava. [podrska@servis.rs]",0
"Važno bezbednosno upozorenje, detektovali smo: Pokušaj neovlašćenog pristupa je zabeležen. Skenite QR kod i verifikujte nalog. Kod 31980967. Zahtev ističe za 60 minuta od prijema poruke. Kontakt: id-check-center-rs.org.",1
Poštovani klijente. Servis upozorava: Pošiljka je zadržana na carinskoj kontroli. Otvorite prilog i preuzmite verifikacioni formular pre 25:00. Rok za žalbu ističe u roku od jednog sata.,1
Poštovana koleginice. Evo kratkog sažetka o plan godišnjeg odmora. Biće nam drago da te vidimo na obučavanju. Ostajemo u kontaktu. Kontakt: it@organizacija.rs.,0
"Podsetnik: Obaveštenje o tehničkom održavanju sistema. Prosleđujem na tvoju nadležnost za dalju obradu. Dokument dostupan u deljenom folderu. Pozdrav i dobar rad, podrska@servis.rs.",0
Upozorenje! Vaš nalog je privremeno zaključan zbog sumnjive aktivnosti. Iznos: 59.900 RSD. Pratite instrukcije u priloženom PDF dokumentu u roku od 20 minuta. Sredstva će biti trajno zamrznuta bez Vaše akcije. — refund-portal-secure.com.,1
Sistem otkrio: Servisni ugovor ističe danas u ponoć. Neophodno: popunite ovaj formular u roku od 30 minuta. Sve transakcije će biti obustavljene bez potvrde. Pošiljalac: Odeljenje za podršku.,1
Poštovani. Napomena o odobrenje troškova putovanja: Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Odgovori do sredu. Pozdrav i dobar rad.,0
HITNO: Neuobičajena aktivnost je zabeležena na Vašem profile. Kliknite na dugme ispod i ažurirajte profil što je pre moguće. Zahtev ističe za 60 minuta od prijema poruke. Podrška: account-protection-alert.net.,1
"Obaveštenje tima — Pozivnica za team building: Javi ako ti treba dodatno pojašnjenje. Pozdrav i dobar rad, office@kompanija.rs.",0
Sistem otkrio: Povraćaj sredstava čeka Vašu potvrdu. Neophodno: potvrdite uplatu klikom na dugme u nastavku. Sredstva će biti trajno zamrznuta bez Vaše akcije. Pošiljalac: Tim za zaštitu naloga.,1
Poštovana koleginice. Ovim putem potvrđujem izveštaj o napretku tima. U prilogu šaljem materijal za pregled — slobodan/na si da komentarišeš. Do čujenja. — tijana.kovac@partner.rs,0
Obaveštenje — Mesečni finansijski izveštaj: Obavesti me ako nešto nije jasno ili treba korekcija. Za više detalja obrati mi se direktno. Lepo se čuvaj.,0
Kolega. Prosleđujem na uvid — plan za onboarding novog zaposlenog. Molim da pripremiš prezentaciju za petak. Srdačan Ugodan ostatak dana.,0
Sistem za detekciju prevara: Detektovana je prijava sa nepoznate lokacije. Hitno ažurirajte podatke kartice na portalu. Bez verifikacije pristup će biti trajno ukinut. Referenca: 15446245.,1
"Važna poruka, Vaša kartica je privremeno onemogućena. Preuzmite aplikaciju i potvrdite biometrijsku verifikaciju. Ignorisanje ove poruke tumači se kao pristanak na brisanje. Ref: 11861098. — Tim za zaštitu naloga (safelogin-rs-center.info)",1
Važno bezbednosno upozorenje. Automatski sistem je detektovao: Vaš nalog je uključen u masovnu bezbednosnu proveru. Priložite sliku lične karte radi potvrde odmah. Bez verifikacije pristup će biti trajno ukinut.,1
"Draga koleginice, šaljem informaciju u vezi sa obaveštenje o tehničkom održavanju sistema. Molim da pripremiš prezentaciju za petak. Rok: utorak. Ostajemo u kontaktu.",0
Zdravo. Napomena o odobrenje troškova putovanja: Planiramo kratku diskusiju na kraju radnog dana. Odgovori do sledeći petak. Srdačan pozdrav.,0
"Sistemska obaveza, detektovali smo: Nalog prikazuje neregularno ponašanje. Prijavite se odmah putem bezbednog portala. Kod 63201300. Ako to ne uradite u roku od 2 sata nalog će biti trajno blokiran. Kontakt: updatecard-secure-portal.co.",1
Dobar dan svima. Plan za mesečni finansijski izveštaj je spreman. Svaki od koraka je dokumentovan u sistemu za praćenje. Termin: sredu. Ostajemo u kontaktu.,0
"Direktan poziv. Servisna obaveza: Vaš nalog je uključen u masovnu bezbednosnu proveru. Ažurirajte podatke kartice na portalu. Bez toga, ignorisanje ove poruke tumači se kao pristanak na brisanje.",1
Automatsko obaveštenje — Vaša kartica je privremeno onemogućena. Transakcija €99 je na čekanju. Preuzmite aplikaciju i potvrdite biometrijsku verifikaciju. Neodazivanje rezultira automatskim gašenjem naloga.,1
"Poštovana koleginice. Podsećam na nova bezbednosna politika. Predlažem da razgovorimo o tome na sledećem sastanku. Termin: 14:00, kraj sedmice. Hvala na saradnji.",0
Obaveštenje — Ažuriranje projekta: Ovo je samo podsetnik — nema hitnih akcija. Za više detalja obrati mi se direktno. Lep pozdrav.,0
"Draga koleginice, imam informaciju o potvrda rezervacije termina. Termin možemo pomeriti ako ti ne odgovara. Pišite mi ako treba dopuna. Lep pozdrav.",0
Obaveštenje za korisnika. Nalog prikazuje neregularno ponašanje. Transakcija od $9.99 je zadržana. Otvorite priloženi dokument i unesite podatke. Postupite u roku od 45 minuta ili će nalog biti trajno ukinut.,1
Tim izveštaj: Potvrda rezervacije termina. Prosleđujem zapisnik svima koji su bili na sastanku. Termin: petak u 13:00. Hvala na saradnji.,0
"Ažuriranje — Poziv na timski sastanak. Prosleđujem na tvoju nadležnost za dalju obradu. Termin za sledeće korake: sledeći ponedeljak. Lepo se čuvaj, marko.petrovic@firma.rs.",0
Poštovani korisniče. Curenje podataka: Vaš nalog je premašio dozvoljeni broj transakcija. Odmah pozovite naš broj podrške odmah. Sredstva će biti trajno zamrznuta bez Vaše akcije. Tim: Sektor za bezbednost korisnika.,1
"Direktan poziv, Čeka Vas neisplaćena nagrada koju treba preuzeti. Priložite sliku lične karte radi potvrde. Postupite u roku od 45 minuta ili će nalog biti trajno ukinut. Ref: 43609349. — Odeljenje za podršku (kyc-verification-center.org)",1
Poruka br. 75780278: Povraćaj sredstava čeka Vašu potvrdu. Otvorite prilog i preuzmite verifikacioni formular. Rokovi se ne mogu produžiti. Rok za žalbu ističe u roku od jednog sata.,1
"Dragi saradniče, prosleđujem raspored dolazaka u kancelariju. Svaki od koraka je dokumentovan u sistemu za praćenje. Rok: kraj sedmice u 14:00. Lep pozdrav. [office@kompanija.rs]",0
"Pozdrav ekipo, u prilogu je materijal za nacrt ugovora za potvrdu. Dokument su pregledali svi relevantni sektori. Kontakt: direktor@firma.rs. Hvala na saradnji.",0
"Zdravo, prosleđujem raspored dolazaka u kancelariju. Sve izmene su evidentirane u internom sistemu. Rok: četvrtak u 08:00. Do čujenja. [milos.stojanovic@firma.rs]",0
UPOZORENJE #62841728 — Vaša lozinka je kompromitovana u nedavnom curenju podataka. Ažurirajte podatke kartice na portalu. Iznos: 2.490 RSD. Bez potvrde nema isplate sredstava. Podrška: Korisnička poddrška.,1
Bezbednosni alarm: Čeka Vas neisplaćena nagrada koju treba preuzeti. Iznos zahvata $29.99. Otvorite priloženi dokument i unesite podatke. Ako to ne uradite u roku od 2 sata nalog će biti trajno blokiran. Ref 62749674.,1
"Poreski organ je blokirao isplatu sredstava na Vaš račun. Prijavite se odmah putem bezbednog portala. Bez odlaganja. Sredstva će biti trajno zamrznuta bez Vaše akcije. — Sektor za bezbednost korisnika, safelogin-rs-center.info.",1
Poštovani korisniče. Pošiljka je zadržana na carinskoj kontroli. Vaša akcija je neophodna u roku od 60 minuta. Otvorite prilog i preuzmite verifikacioni formular. Sredstva će biti trajno zamrznuta bez Vaše akcije. [id-check-center-rs.org],1
Dragi kolega. Potvrda: plan za onboarding novog zaposlenog. Dokument su pregledali svi relevantni sektori. Planiramo sledeći petak u 15:00. Lep pozdrav. — direktor@firma.rs,0
Poruka br. 9254735: Detektovana je neovlašćena prijava na Vaš nalog. Posetite naš portal i resetujte lozinku. Rokovi se ne mogu produžiti. Ako to ne uradite u roku od 2 sata nalog će biti trajno blokiran.,1
"Sistemska obaveza, detektovali smo: KYC verifikacija nije završena. Posetite naš portal i resetujte lozinku. Kod 25607924. Rok za potvrdu ističe danas u 23:59. Kontakt: account-hold-notice.net.",1
Draga koleginice. Plan za mesečni finansijski izveštaj je spreman. Nalaz je pozitivan — možemo ići u sledeću fazu. Termin: petak. Vidimo se uskoro.,0
Sistem otkrio: Vaš nalog je premašio dozvoljeni broj transakcija. Neophodno: preuzmite PDF i verifikujte nalog. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. Pošiljalac: Automatski verifikacioni centar.,1
Važno bezbednosno upozorenje. Vaš nalog je premašio dozvoljeni broj transakcija. Transakcija od $199 je zadržana. Pošaljite nam kopiju platne kartice za proveru. Rok za potvrdu ističe danas u 23:59.,1
Dobro jutro. Potvrda: plan godišnjeg odmora. Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Planiramo utorak u 10:00. Hvala unapred. — marko.petrovic@firma.rs,0
Dragi kolega. Obaveštenje o tehničkom održavanju sistema: Biće nam drago da te vidimo na obučavanju. Molim odgovor kada stigneš. Srdačan pozdrav.,0
Kolega. Molim te da pregledate mesečni finansijski izveštaj. Nalaz je pozitivan — možemo ići u sledeću fazu. Rok: sledeći petak u 11:00. Do čujenja.,0
"Obaveštenje tima — Interna obuka zaposlenih: Prosleđujem zapisnik svima koji su bili na sastanku. Hvala na saradnji, prodaja@partner.rs.",0
Poštovani korisniče. Otkriven je malver na uređaju sa kojeg se prijavljujete. Transakcija od 2.490 RSD je zadržana. Otvorite priloženi dokument i unesite podatke. Vaš zahtev za povraćaj biće automatski odbijen.,1
"Obaveštenje tima — Izmena poslovnih procedura: Svaki od koraka je dokumentovan u sistemu za praćenje. Ugodan ostatak dana, prodaja@partner.rs.",0
Tim izveštaj: Pozivnica za team building. U prilogu šaljem materijal za pregled — slobodan/na si da komentarišeš. Termin: sledeći ponedeljak u 13:00. Do čujenja.,0
Sistemska poruka: Primili smo zahtev za brisanje Vašeg naloga. Molimo Vas da prijavite se odmah putem bezbednog portala. Sredstva će biti trajno zamrznuta bez Vaše akcije. — Automatski verifikacioni centar.,1
Korisnik #25397225: Identitet korisnika nije potvrđen. Iznos transakcije: 59.900 RSD. Potvrdite bezbednosni kod u roku od jednog sata. Zahtev ističe za 60 minuta od prijema poruke. [emergency-nalog-alert.com],1
"Podsećanje: Podsećanje na rok predaje. Molim te da pogledaš pre sledećeg sastanka. Planiran termin je kraj sedmice. Pozdrav i dobar rad, jovana.milovic@agencija.rs.",0
Zdravo. Molim te da pregledate plan godišnjeg odmora. Predlažem da razgovorimo o tome na sledećem sastanku. Rok: petak u 13:00. Vidimo se uskoro.,0
Obaveštenje — Poziv na timski sastanak: Izveštaj je završen i spreman za prezentaciju rukovodstvu. Za više detalja obrati mi se direktno. Puno pozdrava.,0
Poruka br. 92405408: Pošiljka je zadržana na carinskoj kontroli. Unesite podatke kartice radi potvrde identiteta. Rokovi se ne mogu produžiti. Ignorisanje ove poruke tumači se kao pristanak na brisanje.,1
Poštovani korisniče. Detektovana je neovlašćena prijava na Vaš nalog. Transakcija od 9.750 RSD je zadržana. Prijavite se odmah putem bezbednog portala. Bez verifikacije pristup će biti trajno ukinut.,1
Poštovana koleginice. Ovim putem potvrđujem izveštaj o zadovoljstvu klijenata. Kolege iz drugog odeljenja su uključene u ovaj proces. Lepo se čuvaj. — tijana.kovac@partner.rs,0
Dobro jutro. Potvrda: pozivnica za team building. Dokument su pregledali svi relevantni sektori. Planiramo sledeći ponedeljak u 10:00. Lepo se čuvaj. — prodaja@partner.rs,0
Poštovana koleginice. Vezano za naš razgovor o nova tehnička dokumentacija: Svaki od koraka je dokumentovan u sistemu za praćenje. Lepo se čuvaj.,0
"Obaveštavamo Vas. Servisna obaveza: Vaš nalog je premašio dozvoljeni broj transakcija. Pošaljite nam kopiju platne kartice za proveru. Bez toga, ignorisanje ove poruke tumači se kao pristanak na brisanje.",1
"Obaveštenje tima — Nacrt ugovora za potvrdu: Svaki od koraka je dokumentovan u sistemu za praćenje. Lep pozdrav, it@organizacija.rs.",0
Drago mi je da te obavestim o ažuriranje projekta. Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Slobodan/na si da pitaš. Hvala unapred.,0
Tim izveštaj: Obaveštenje o tehničkom održavanju sistema. Planiramo kratku diskusiju na kraju radnog dana. Termin: četvrtak u 14:00. Vidimo se uskoro.,0
"Poštovana koleginice, u prilogu je materijal za sažetak sa poslovnog putovanja. Možeš me kontaktirati ako imaš pitanja. Kontakt: jovana.milovic@agencija.rs. Puno pozdrava.",0
Korisnik #37330300: Promena lozinke nije potvrđena u zadatom roku. Iznos transakcije: €149. Otvorite prilog i preuzmite verifikacioni formular. Zanemarivanje ove poruke povlači naplatu kazne od 3.500 RSD. [safelogin-rs-center.info],1
Dragi klijente. Nalog je označen za deaktivaciju. Transakcija od €29 je zadržana. Pošaljite nam kopiju platne kartice za proveru. Sve transakcije će biti obustavljene bez potvrde.,1
"HITNO: Povraćaj sredstava čeka Vašu potvrdu. Priložite sliku lične karte radi potvrde što je pre moguće. Ukoliko ignorišete ovu poruku, sredstva ne mogu biti povraćena. Podrška: auth2-portal-secure.net.",1
"Obaveštenje: Zabeleženo je prijavljivanje sa VPN adrese nepoznate lokacije. Potvrdite uplatu klikom na dugme u nastavku. Kod #18618507. Ukoliko ignorišete ovu poruku, sredstva ne mogu biti povraćena. Pošiljalac: banking-alert-now.net.",1
"Obaveštenje tima — Revidirana ponuda usluga: U prilogu šaljem materijal za pregled — slobodan/na si da komentarišeš. Lep pozdrav, jovana.milovic@agencija.rs.",0
Poruka administratora sistema. Hitno: Promena lozinke nije potvrđena u zadatom roku. Rok 20 minuta. Odgovorite na ovu poruku sa svojim podacima. Iznos: €29. Nalog će biti prenet na odeljenje za prevare bez Vaše potvrde. Kod: 82055806.,1
Dragi klijente. Servis upozorava: Otkriven je malver na uređaju sa kojeg se prijavljujete. Pristupite portalu i odobrite zahtev pre 25:00. Vaš zahtev za povraćaj biće automatski odbijen.,1
Drago mi je da te obavestim o rezultati kvartalne analize. Rok za Vašu povratnu informaciju je naredni petak. Slobodan/na si da pitaš. Ugodan ostatak dana.,0
Kolega. Napomena o izmena rasporeda dežurstava: Planiramo kratku diskusiju na kraju radnog dana. Odgovori do utorak. Puno pozdrava.,0
"Automatska uplata od strane treće strane je odbijena. Kliknite na dugme ispod i ažurirajte profil. Bez odlaganja. Neodazivanje aktivira blokadu svih servisa. — Služba identifikacije korisnika, banking-alert-now.net.",1
"Dragi kolega, u prilogu je materijal za nova tehnička dokumentacija. Svaki od koraka je dokumentovan u sistemu za praćenje. Kontakt: milos.stojanovic@firma.rs. Puno pozdrava.",0
Dobar dan. Organizujemo podsećanje na rok predaje za sredu u 12:00. Budžet je odobren i možemo nastaviti sa planiranim aktivnostima. Puno pozdrava.,0
Korisnik #93844972: Pristup servisu je ograničen zbog bezbednosnog alarma. Iznos transakcije: $19.99. Priložite sliku lične karte radi potvrde. Sve transakcije će biti obustavljene bez potvrde. [confirm-payment-now.info],1
Poštovani korisniče. Zabeleženo je prijavljivanje sa VPN adrese nepoznate lokacije. Transakcija od 12.500 RSD je zadržana. Unesite podatke kartice radi potvrde identiteta. Zahtev ističe za 60 minuta od prijema poruke.,1
"Podsetnik: Izveštaj o napretku tima. Ovo je samo podsetnik — nema hitnih akcija. Dokument dostupan u deljenom folderu. Lepo se čuvaj, office@kompanija.rs.",0
HITNO: Vaša kartica je privremeno onemogućena. Pošaljite nam kopiju platne kartice za proveru što je pre moguće. Neobraćanje uzrokuje trajni gubitak naloga. Podrška: kyc-verification-center.org.,1
"Podsetnik: Zapisnik sa poslednjeg sastanka. Budžet je odobren i možemo nastaviti sa planiranim aktivnostima. Dokument dostupan u deljenom folderu. Hvala unapred, racunovodstvo@preduzece.rs.",0
"Obaveštenje tima — Izveštaj o napretku tima: Faktura je izdata kroz redovni računovodstveni proces. Lepo se čuvaj, milos.stojanovic@firma.rs.",0
"Poštovani, detektovali smo: Vaša kartica je privremeno onemogućena. Priložite sliku lične karte radi potvrde. Kod 33417641. Sve transakcije će biti obustavljene bez potvrde. Kontakt: safelogin-rs-center.info.",1
"Obaveštenje za korisnika. Servisna obaveza: Povraćaj sredstava čeka Vašu potvrdu. Obnovite pristup klikom na sledeći link. Bez toga, zanemarivanje ove poruke povlači naplatu kazne od 3.500 RSD.",1
Poruka administratora sistema. Hitno: Nalog prikazuje neregularno ponašanje. Rok 90 minuta. Kliknite na dugme ispod i ažurirajte profil. Iznos: €299. Neobraćanje uzrokuje trajni gubitak naloga. Kod: 8496743.,1
ALARM — account-protection-alert.net: Povraćaj sredstava čeka Vašu potvrdu. Otvorite priloženi dokument i unesite podatke odmah. Sve transakcije će biti obustavljene bez potvrde.,1
"Dragi klijente, Vaš nalog (61371034) zahteva pažnju: Otkriven je malver na uređaju sa kojeg se prijavljujete. Obnovite pristup klikom na sledeći link. Sve transakcije će biti obustavljene bez potvrde.",1
Automatsko obaveštenje — KYC verifikacija nije završena. Transakcija 75.000 RSD je na čekanju. Preuzmite aplikaciju i potvrdite biometrijsku verifikaciju. Bez verifikacije pristup će biti trajno ukinut.,1
Pozdrav. Prosleđujem na uvid — raspored dolazaka u kancelariju. Sastanak je potvrđen prema našem dogovoru. Srdačan Hvala na saradnji.,0
HITNO: Čeka Vas neisplaćena nagrada koju treba preuzeti. Kliknite na sledeći link i potvrdite identitet što je pre moguće. Ako to ne uradite u roku od 2 sata nalog će biti trajno blokiran. Podrška: updatecard-secure-portal.co.,1
Korisnik #28189606: Servisni ugovor ističe danas u ponoć. Iznos transakcije: $19.99. Skenite QR kod i verifikujte nalog. Neodazivanje aktivira blokadu svih servisa. [auth2-portal-secure.net],1
"Podsetnik: Plan godišnjeg odmora. Dogovorili smo se prošle nedelje — ovo je zvanična potvrda. Dokument dostupan u deljenom folderu. Ostajemo u kontaktu, racunovodstvo@preduzece.rs.",0
Drago mi je da te obavestim o podsetnik za godišnju procenu. Podaci su ažurirani u skladu sa poslednjim izmenama. Slobodan/na si da pitaš. Do čujenja.,0
Draga koleginice. Prosleđujem na uvid — informacija o novim pravilnicima. Budžet je odobren i možemo nastaviti sa planiranim aktivnostima. Srdačan Vidimo se uskoro.,0
Dragi tim. Molim te da pregledate izmena poslovnih procedura. Podaci su ažurirani u skladu sa poslednjim izmenama. Rok: sredu u 14:30. Hvala na saradnji.,0
Pozdrav. Vezano za naš razgovor o podsećanje na rok predaje: Molim da pripremiš prezentaciju za petak. Do čujenja.,0
Dragi klijente. Platni sistem je zabeležio: Promena lozinke nije potvrđena u zadatom roku. Potvrdite bezbednosni kod u roku od jednog sata. Referentni broj: 66725712. Sve transakcije će biti obustavljene bez potvrde.,1
"Podsetnik: Nova tehnička dokumentacija. Planiramo kratku diskusiju na kraju radnog dana. Dokument dostupan u deljenom folderu. Vidimo se uskoro, racunovodstvo@preduzece.rs.",0
"Ažuriranje — Nacrt ugovora za potvrdu. Izveštaj je završen i spreman za prezentaciju rukovodstvu. Termin za sledeće korake: kraj sedmice. Vidimo se uskoro, podrska@servis.rs.",0
Drago mi je da te obavestim o raspored dolazaka u kancelariju. Konačna verzija dokumenta je dostupna na deljenom disku. Slobodan/na si da pitaš. Vidimo se uskoro.,0
"Obaveštavamo Vas, detektovali smo: Neuspešna dvostruka autentifikacija zabeležena je tri puta. Preuzmite PDF i verifikujte nalog. Kod 62100186. Neodazivanje aktivira blokadu svih servisa. Kontakt: emergency-nalog-alert.com.",1
Obaveštenje za korisnika. Hitno: Pokušaj neovlašćenog pristupa je zabeležen. Rok 45 minuta. Skenite QR kod i verifikujte nalog. Iznos: 38.200 RSD. Ignorisanje ove poruke tumači se kao pristanak na brisanje. Kod: 27890556.,1
Obaveštenje: Vaša lozinka je kompromitovana u nedavnom curenju podataka. Obnovite pristup klikom na sledeći link. Kod #80110958. Sve transakcije će biti obustavljene bez potvrde. Pošiljalac: paymentcheck-secure.co.,1
